0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
"[21233671, 21259857]",,"[18610706, 18616880]",,"[20020722, 20021394]",,,,"[23279190, 23280433]",,,,"[16789369, 16793122]",,"[21210268, 21214626]",,"[4219952, 4222382]","[12051962, 12115096]",,,"[20152472, 20171090]",,"[21642155, 21648360]",,"[17107909, 17109773]",,,,,,"[18690035, 18691215]",,"[6476551, 6478062]",
"[21268695, 21270649]",,"[18620097, 18621927]",,"[20048216, 20065812]",,,,"[23281374, 23282979]",,,,"[16803344, 16828271]",,"[21218770, 21219643]",,"[4223615, 4227381]","[12115480, 12218645]",,,"[20185495, 20191866]",,"[21654550, 22091070]",,"[17110839, 17113315]",,,,,,"[18698037, 18698826]",,"[6488478, 6489165]",
"[21276926, 21293738]",,"[18625240, 18658787]",,"[20067083, 20108660]",,,,"[23284080, 23288651]",,,,"[16853142, 16855535]",,"[21224147, 21224711]",,"[4227876, 4228427]","[12220418, 12343461]",,,"[20192634, 20223115]",,"[22092896, 22112756]",,"[17115248, 17116032]",,,,,,"[18704584, 18706142]",,"[6492779, 6493706]",
"[21307686, 21335331]",,"[18681268, 18743805]",,"[20110264, 20110828]",,,,"[23289786, 23291954]",,,,"[16856406, 16857310]",,"[21240258, 21259860]",,"[4229049, 4229415]","[12344453, 12409714]",,,"[20224610, 20288271]",,"[22114593, 22115620]",,"[17123296, 17126486]",,,,,,"[18737757, 18745856]",,"[6494684, 6495188]",
"[21340979, 21345301]",,"[18751364, 18754007]",,"[20115723, 20143322]",,,,"[23292600, 23297665]",,,,"[16860235, 16861424]",,"[21269420, 21270083]",,"[4230139, 4232618]","[12409915, 12455665]",,,"[20296881, 20369886]",,"[22117195, 22118566]",,"[17128013, 17129230]",,,,,,"[18751172, 18754765]",,"[6520286, 6521168]",
"[21349491, 21358061]",,"[18763329, 18773797]",,"[20154903, 20171090]",,,,"[23298404, 23301141]",,,,"[16882302, 17081126]",,"[21274753, 21306202]",,"[4236190, 4236976]","[12456434, 12456961]",,,"[20375426, 20382133]",,"[22121688, 22195851]",,"[17129854, 17130991]",,,,,,"[18760929, 18767577]",,"[6527215, 6534462]",
"[21362235, 21366486]",,"[18775719, 18796494]",,"[20182516, 20183033]",,,,"[23301755, 23303765]",,,,"[17101604, 17113307]",,"[21312506, 21443858]",,"[4237977, 4239159]","[12457166, 12481773]",,,"[20383548, 20384755]",,"[22197789, 22323905]",,"[17131491, 17133360]",,,,,,"[18769481, 18773700]",,"[6551428, 6552112]",
"[21369860, 21389194]",,"[18804382, 18809167]",,"[20185493, 20191490]",,,,"[23306247, 23306973]",,,,"[17123349, 17126540]",,"[21444651, 21616636]",,"[4240575, 4242189]","[12482137, 12619573]",,,"[20387396, 20391330]",,"[22324433, 22542340]",,"[17134371, 17137663]",,,,,,"[18781986, 18798302]",,"[6553471, 6553980]",
"[21393872, 21399513]",,"[18814934, 18851809]",,"[20192550, 20217330]",,,,"[23310439, 23312751]",,,,"[17128013, 17137784]",,"[21621927, 21627636]",,"[4242751, 4244334]","[12619918, 12659014]",,,"[20397117, 20412726]",,"[22561706, 23095641]",,"[17140834, 17142752]",,,,,,"[18805292, 18810474]",,"[6559277, 6559593]",
"[21401324, 21412498]",,"[18856968, 18999565]",,"[20218090, 20223170]",,,,"[23322381, 23323247]",,,,"[17140826, 17157094]",,"[21629180, 21639553]",,"[4246003, 4246976]","[12660342, 12697106]",,,"[20429659, 20470826]",,"[23096798, 23098403]",,"[17144965, 17145593]",,,,,,"[18813657, 18840101]",,"[6570702, 6571842]",
"[21415864, 21426731]",,"[19012200, 19057249]",,"[20225750, 20338038]",,,,"[23326373, 23328878]",,,,"[17202990, 17230011]",,"[21642028, 21702025]",,"[4247765, 4249706]","[12697468, 12715695]",,,"[20472529, 20504599]",,"[23099490, 23100042]",,"[17147799, 17148534]",,,,,,"[18851227, 18855038]",,"[6578226, 6578507]",
"[21431759, 21439724]",,"[19076725, 19127137]",,"[20338913, 20370609]",,,,"[23329700, 23331208]",,,,"[17237403, 17238134]",,"[21705054, 21938168]",,"[4250431, 4253662]","[12715998, 12747371]",,,"[20509950, 20568765]",,"[23101610, 23143330]",,"[17149491, 17150792]",,,,,,"[18859838, 18862113]",,"[6586353, 6588772]",
"[21441774, 21467911]",,"[19129290, 19203353]",,"[20371869, 20380267]",,,,"[23331792, 23333019]",,,,"[17256495, 17348694]",,"[21941083, 21969675]",,"[4254138, 4261649]","[12748046, 12775523]",,,"[20569549, 20577498]",,"[23146291, 23270516]",,"[17180072, 17230011]",,,,,,"[18865539, 18880004]",,"[6595820, 6596210]",
"[21468669, 21497344]",,"[19208438, 19225211]",,"[20381195, 20382063]",,,,"[23334119, 23336419]",,,,"[17353518, 17423178]",,"[21972906, 21977597]",,"[4264297, 4265114]","[12775707, 13107309]",,,"[20588297, 20588805]",,"[23271942, 23277082]",,"[17237373, 17238134]",,,,,,"[18881583, 18896737]",,"[6596725, 6597579]",
"[21498703, 21552339]",,"[19250068, 19582918]",,"[20383548, 20384786]",,,,"[23338037, 23338543]",,,,"[17427498, 17758399]",,"[21980112, 21984054]",,"[4265562, 4267602]","[13109635, 13135453]",,,"[20591540, 20593083]",,"[23310081, 23314081]",,"[17257301, 17270907]",,,,,,"[18904716, 18926068]",,"[6614121, 6616152]",
"[21554247, 21564614]",,"[19656654, 19678932]",,"[20387393, 20393802]",,,,"[23340509, 23368702]",,,,"[17766435, 17871858]",,"[22011714, 22028435]",,"[4268550, 4270708]","[13135965, 13244891]",,,"[20598770, 20599967]",,"[23337783, 23339474]",,"[17275214, 17348729]",,,,,,"[18965422, 19001645]",,"[6623541, 6623990]",
"[21566534, 22091673]",,"[19689222, 19775019]",,"[20396307, 20470928]",,,,"[23369405, 23370099]",,,,"[17875584, 17885666]",,"[22031221, 22052831]",,"[4273779, 4274246]","[13245787, 13246183]",,,"[20600535, 20601166]",,"[23353803, 23374177]",,"[17353532, 17386363]",,,,,,"[19009650, 19065768]",,"[6625772, 6626331]",
"[22092481, 22112545]",,"[19797097, 19818799]",,"[20472542, 20504582]",,,,"[23372028, 23373880]",,,,"[17888118, 18143388]",,"[22057731, 22140290]",,"[4278046, 4279351]","[13247559, 13247744]",,,"[20604562, 20610003]",,"[23375535, 23385864]",,"[17390797, 17417850]",,,,,,"[19103354, 19108584]",,"[6640344, 6640909]",
"[22114585, 22118668]",,"[19847788, 19876385]",,"[20509972, 20525987]",,,,"[23375636, 23378010]",,,,"[18145599, 18164165]",,"[22162129, 22163814]",,"[4284766, 4286104]","[13248322, 13248514]",,,"[20611838, 20614538]",,"[23388467, 23470293]",,"[17419673, 17429159]",,,,,,"[19109466, 19111927]",,"[6646368, 6651182]",
"[22120691, 22140290]",,"[19877056, 19885740]",,"[20527151, 20589097]",,,,"[23378903, 23384609]",,,,"[18171392, 18189069]",,"[22187417, 22327251]",,"[4288156, 4288716]","[13251783, 13252030]",,,"[20615111, 20618902]",,"[23557248, 23583819]",,"[17433879, 17563608]",,,,,,"[19119117, 19126327]",,"[6653042, 6654242]",
"[22161891, 22164431]",,"[19887557, 19890033]",,"[20591588, 20593157]",,,,"[23388499, 23390037]",,,,"[18196325, 18206205]",,"[22332962, 22348499]",,"[4289925, 4293110]","[13262124, 13262308]",,,"[20619457, 20636742]",,"[23614431, 23634113]",,"[17600091, 17600661]",,,,,,"[19129239, 19146293]",,"[6661033, 6661344]",
"[22189247, 22195851]",,"[19896992, 19948999]",,"[20595359, 20607996]",,,,"[23401672, 23404150]",,,,"[18210506, 18220896]",,"[22351936, 22408183]",,"[4293942, 4294932]","[13262620, 13262823]",,,"[20643425, 20695479]",,"[23637574, 23825600]",,"[17609962, 17685863]",,,,,,"[19154399, 19789868]",,"[6671041, 6671619]",
"[22197570, 22408845]",,"[19952473, 19968677]",,"[20629374, 20695518]",,,,"[23448417, 23464723]",,,,"[18235585, 18240819]",,"[22409995, 22432024]",,"[4295923, 4297343]","[13264627, 13265062]",,,"[20697621, 20700496]",,"[23827283, 23857903]",,"[17693502, 17736169]",,,,,,"[19797097, 19800898]",,"[6689519, 6690525]",
"[22409919, 22432010]",,"[19973468, 20014769]",,"[20697621, 20700502]",,,,"[23469699, 23528558]",,,,"[18247188, 18283861]",,"[22450440, 23095641]",,"[4297870, 4298782]","[13266217, 13266458]",,,"[20702825, 20718905]",,"[23858407, 23879404]",,"[17741314, 17758399]",,,,,,"[19801705, 19949052]",,"[6693169, 6693487]",
"[22437688, 22438984]",,"[20016432, 20065821]",,"[20702827, 20720101]",,,,"[23571461, 23583781]",,,,"[18284438, 18323340]",,"[23096802, 23098403]",,"[4300118, 4300517]","[13267185, 13688991]",,,"[20731763, 20745056]",,"[23883326, 23896389]",,"[17765792, 17815739]",,,,,,"[19951970, 20217180]",,"[6702514, 6704100]",
"[22450456, 22452248]",,"[20067083, 20088909]",,"[20731772, 20758022]",,,,"[23599502, 23603286]",,,,"[18334145, 18362324]",,"[23099504, 23100042]",,"[4301541, 4304031]","[13689426, 13689867]",,,"[20746384, 20758269]",,"[23917835, 23919657]",,"[17817639, 17821722]",,,,,,"[20218273, 20220299]",,"[6707388, 6708376]",
"[22453185, 22467077]",,"[20114558, 20168016]",,"[20761636, 20772437]",,,,"[23605881, 23634113]",,,,"[18379047, 18490471]",,"[23101608, 23150544]",,"[4305075, 4305907]","[13691963, 13720200]",,,"[20761620, 20772430]",,"[23934319, 24128754]",,"[17825632, 17826824]",,,,,,"[20221190, 20369913]",,"[6709411, 6710427]",
"[22467589, 22551253]",,"[20170172, 20191490]",,"[20776506, 20777510]",,,,"[23637902, 23722722]",,,,"[18497738, 18501490]",,"[23153979, 23155177]",,"[4308114, 4311292]","[13720584, 13721432]",,,"[20776520, 20777425]",,"[24129799, 24138052]",,"[17827339, 17844374]",,,,,,"[20371869, 20380275]",,"[6713819, 6715032]",
"[22555779, 22556749]",,"[20192634, 20217412]",,"[20818215, 20826736]",,,,"[23725502, 23825547]",,,,"[18508415, 18512742]",,"[23159330, 23160934]",,"[4312732, 4313090]","[13723438, 13723825]",,,"[20796477, 20803036]",,"[24143752, 24274459]",,"[17844978, 17871785]",,,,,,"[20381261, 20382054]",,"[6729753, 6730772]",
"[22557806, 22563674]",,"[20219181, 20220299]",,"[20841682, 20854210]",,,,"[23826855, 23879426]",,,,"[18531665, 18535528]",,"[23171160, 23307024]",,"[4313373, 4314071]","[13724471, 13724732]",,,"[20818192, 20830645]",,"[24292097, 24301537]",,"[17875900, 17881650]",,,,,,"[20383581, 20384769]",,"[6731363, 6733429]",
"[22582387, 22586973]",,"[20220843, 20224919]",,"[20868293, 20890274]",,,,"[23882440, 23897845]",,,,"[18545629, 18552296]",,"[23309481, 23314081]",,"[4314325, 4315423]","[13725938, 13726546]",,,"[20834354, 20842255]",,"[24304059, 24340840]",,"[17882957, 17884707]",,,,,,"[20387393, 20470824]",,"[6734600, 6741112]",
"[22593517, 22650963]",,"[20225740, 20288265]",,"[20893814, 20919911]",,,,"[23916736, 23921448]",,,,"[18553574, 18555254]",,"[23322157, 23323326]",,"[4317056, 4319783]","[13726745, 13727284]",,,"[20843630, 20847922]",,,,"[17888120, 17891798]",,,,,,"[20472551, 20504641]",,"[6742961, 6748575]",
"[22654360, 23004507]",,"[20296919, 20359039]",,"[20921246, 20954432]",,,,"[23926984, 23928765]",,,,"[18588949, 18603613]",,"[23326371, 23333032]",,"[4320550, 4324966]","[13728952, 13749972]",,,"[20849288, 20927431]",,,,"[17894561, 18143400]",,,,,,"[20509988, 20511058]",,"[6750834, 6751669]",
"[23006826, 23010676]",,"[20362491, 20369886]",,"[20961734, 20968286]",,,,"[23931311, 24064967]",,,,"[18610614, 18616902]",,"[23334076, 23374175]",,"[4325543, 4330158]","[13751004, 13751478]",,,"[20928082, 20996677]",,,,"[18145598, 18220885]",,,,,,"[20513932, 20525850]",,"[6755904, 6756794]",
"[23011427, 23395933]",,"[20374897, 20382065]",,"[20976664, 21005095]",,,,"[24071957, 24258251]",,,,"[18620495, 18622110]",,"[23375636, 23377736]",,"[4330717, 4331240]","[13751785, 13752783]",,,"[21045027, 21047302]",,,,"[18236011, 18240774]",,,,,,"[20527144, 20588919]",,"[6764820, 6790993]",
"[23401672, 23404432]",,"[20383565, 20384756]",,"[21007034, 21008137]",,,,"[24258773, 24274737]",,,,"[18625231, 18658863]",,"[23378903, 23470293]",,"[4335017, 4335697]","[13753160, 13759357]",,,"[21065433, 21068111]",,,,"[18245009, 18265944]",,,,,,"[20591459, 20592949]",,"[6793070, 6860052]",
"[23421538, 23474472]",,"[20387393, 20393804]",,"[21065410, 21068111]",,,,"[24277582, 24278973]",,,,"[18682289, 18745180]",,"[23473042, 23518582]",,"[4336815, 4341429]","[13767151, 13772459]",,,"[21092573, 21133178]",,,,"[18267075, 18272861]",,,,,,"[20595352, 20610034]",,"[6865325, 6865858]",
"[23557274, 23564485]",,"[20397221, 20412723]",,"[21092592, 21103122]",,,,"[24284932, 24305797]",,,,"[18752231, 18754036]",,"[23536012, 23546720]",,"[4345183, 4346247]","[13775282, 13776347]",,,"[21196566, 21200064]",,,,"[18284355, 18286406]",,,,,,"[20611834, 20695608]",,"[6869599, 6870960]",
"[23565077, 23576323]",,"[20429659, 20470826]",,"[21125705, 21127099]",,,,"[24311342, 24340840]",,,,"[18756027, 18757705]",,"[23586626, 23603854]",,"[4348418, 4349303]","[13776875, 13796120]",,,"[21210073, 21213547]",,,,"[18288788, 18307342]",,,,,,"[20697621, 20700509]",,"[6877111, 6880786]",
"[23586628, 23603415]",,"[20472571, 20504648]",,"[21129516, 21132840]",,,,,,,,"[18763312, 18796493]",,"[23605913, 23606775]",,"[4351766, 4352326]","[13796306, 13796628]",,,"[21218615, 21223166]",,,,"[18310669, 18318834]",,,,,,"[20702802, 20772437]",,"[6882073, 6883176]",
"[23605848, 23610132]",,"[20510244, 20568748]",,"[21191147, 21193875]",,,,,,,,"[18804458, 18809144]",,"[23608103, 23612809]",,"[4353198, 4354137]","[13798133, 13798403]",,,"[21229078, 21431912]",,,,"[18335568, 18342920]",,,,,,"[20776571, 20777423]",,"[6887425, 6888204]",
"[23617170, 23623578]",,"[20569938, 20588806]",,"[21197899, 21200833]",,,,,,,,"[18814934, 18851871]",,"[23614307, 23623630]",,"[4360929, 4361310]","[13799051, 13817870]",,,"[21435648, 21467911]",,,,"[18348989, 18362329]",,,,,,"[20784320, 20788637]",,"[6892593, 6893866]",
"[23624561, 23630853]",,"[20591515, 20593094]",,"[21206751, 21207574]",,,,,,,,"[18856968, 18999561]",,"[23624561, 23627720]",,"[4366289, 4367937]","[13818066, 13819551]",,,"[21468572, 21627575]",,,,"[18379335, 18488312]",,,,,,"[20793989, 20804107]",,"[6894988, 6897970]",
"[23631972, 23634113]",,"[20595364, 20599967]",,"[21210077, 21213717]",,,,,,,,"[19012215, 19052137]",,"[23628267, 23630850]",,"[4373041, 4373495]","[13820624, 13821044]",,,"[21631002, 21639676]",,,,"[18510393, 18512723]",,,,,,"[20806805, 20809106]",,"[6903733, 6904866]",
"[23637445, 23726739]",,"[20600535, 20601166]",,"[21229402, 21259932]",,,,,,,,"[19090488, 19114673]",,"[23667945, 23728191]",,"[4376126, 4377775]","[13821515, 13821833]",,,"[21642161, 21702040]",,,,"[18533558, 18544386]",,,,,,"[20818144, 20819484]",,"[6906992, 6909951]",
"[23735178, 23786963]",,"[20603462, 20610011]",,"[21262432, 21266399]",,,,,,,,"[19119657, 19127079]",,"[23739272, 23811833]",,"[4382785, 4385148]","[13822170, 13826092]",,,"[21705054, 21988290]",,,,"[18545846, 18547172]",,,,,,"[20822240, 20842252]",,"[6918839, 6920361]",
"[23794859, 23816792]",,"[20611838, 20614541]",,"[21266946, 21306375]",,,,,,,,"[19129228, 19138405]",,"[23822466, 23824906]",,"[4387635, 4388002]","[13826458, 14111816]",,,"[21989567, 22007327]",,,,"[18552209, 18554641]",,,,,,"[20843672, 20850217]",,"[6924512, 7170221]",
"[23822137, 23897858]",,"[20615111, 20618893]",,"[21308937, 21420128]",,,,,,,,"[19139830, 19147247]",,"[23826812, 23896389]",,"[4396659, 4397027]","[14112769, 14210598]",,,"[22009819, 22010995]",,,,"[18576327, 18851807]",,,,,,"[20852367, 20854787]",,"[7170880, 7190277]",
"[23901193, 23901913]",,"[20619457, 20637991]",,"[21420811, 21422455]",,,,,,,,"[19156688, 19574851]",,"[23900947, 23902588]",,"[4398714, 4399833]","[14210869, 14466551]",,,"[22015242, 22019408]",,,,"[18856968, 19065939]",,,,,,"[20863742, 20890274]",,"[7191459, 7202299]",
"[23926669, 23928547]",,"[20643425, 20720042]",,"[21424833, 21432437]",,,,,,,,"[19580381, 19582918]",,"[23917836, 23919657]",,"[4404027, 4404413]","[14506147, 14506427]",,,"[22023945, 22025783]",,,,"[19093380, 19128691]",,,,,,"[20893853, 20896626]",,"[7203345, 7236834]",
"[23934319, 23974269]",,"[20731546, 20758285]",,"[21435910, 21627410]",,,,,,,,"[19654030, 19678908]",,"[23920402, 23925917]",,"[4411649, 4412222]","[14510414, 14510987]",,,"[22030817, 22076868]",,,,"[19131070, 19131755]",,,,,,"[20897664, 20919810]",,"[7248616, 7268279]",
"[23974866, 23990863]",,"[20761636, 20774348]",,"[21630950, 21988475]",,,,,,,,"[19693022, 19699690]",,"[23926669, 24135201]",,"[4421360, 4425678]","[14555180, 14564071]",,,"[22079578, 22081982]",,,,"[19136025, 19138413]",,,,,,"[20921417, 20929157]",,"[7268803, 7277842]",
"[24001325, 24006686]",,"[20789831, 20842297]",,"[21989567, 22007327]",,,,,,,,"[19713780, 19717373]",,"[24139580, 24149067]",,"[4427877, 4428446]","[14582975, 14583965]",,,"[22084073, 22325969]",,,,"[19139830, 19147272]",,,,,,"[20929645, 20954458]",,"[7278225, 7280011]",
"[24012945, 24014323]",,"[20843617, 20847711]",,"[22009819, 22010995]",,,,,,,,"[19724912, 19775024]",,"[24161551, 24169797]",,"[4433053, 4434180]","[14586035, 14586520]",,,"[22333055, 22348638]",,,,"[19154399, 19158133]",,,,,,"[20961747, 20968370]",,"[7280665, 7341728]",
"[24018987, 24033130]",,"[20852184, 20854631]",,"[22014698, 22019880]",,,,,,,,"[19797097, 19800886]",,"[24177495, 24183536]",,"[4436159, 4436597]","[14587744, 14588426]",,,"[22356161, 22419308]",,,,"[19161216, 19244968]",,,,,,"[20976345, 20990350]",,"[7342462, 7344624]",
"[24036493, 24037383]",,"[20861413, 20864345]",,"[22023958, 22025647]",,,,,,,,"[19801718, 19819646]",,"[24187043, 24258170]",,"[4438981, 4439998]","[14589994, 14590535]",,,"[22422099, 22431999]",,,,"[19250068, 19789458]",,,,,,"[21030928, 21031935]",,"[7346112, 7346734]",
"[24042294, 24046855]",,"[20868336, 20881610]",,"[22030813, 22327238]",,,,,,,,"[19847233, 19948998]",,"[24258759, 24274459]",,"[4441991, 4443490]","[14600116, 14600330]",,,"[22434391, 22439020]",,,,"[19797097, 19800891]",,,,,,"[21033851, 21034309]",,"[7348232, 7401688]",
"[24047589, 24051929]",,"[20882467, 20890301]",,"[22333079, 22348638]",,,,,,,,"[19952470, 19968568]",,"[24277582, 24280405]",,"[4444197, 4445726]","[14600683, 14630658]",,,"[22460355, 22461481]",,,,"[19801718, 19844589]",,,,,,"[21035473, 21037840]",,"[7404364, 7405808]",
"[24057090, 24065903]",,"[20893814, 20896661]",,"[22357371, 22432024]",,,,,,,,"[19973425, 19987547]",,"[24283628, 24305878]",,"[4449472, 4454987]","[14643162, 14643489]",,,"[22471410, 22473642]",,,,"[19850111, 19876428]",,,,,,"[21065682, 21067748]",,"[7406823, 7412277]",
"[24073082, 24079066]",,"[20897664, 20898215]",,"[22435477, 22436278]",,,,,,,,"[19989254, 20065826]",,"[24308075, 24309076]",,"[4456052, 4457475]","[14644048, 14644228]",,,"[22478772, 22542336]",,,,"[19877056, 19885329]",,,,,,"[21074193, 21074627]",,"[7412919, 7417786]",
"[24082948, 24084404]",,"[20899576, 20912901]",,"[22437688, 22438986]",,,,,,,,"[20067083, 20088912]",,"[24311359, 24322615]",,"[4462727, 4463270]","[14652650, 14653058]",,,"[22555817, 22556749]",,,,"[19887669, 19889760]",,,,,,"[21078495, 21079116]",,"[7420695, 7426278]",
"[24089997, 24128753]",,"[20914906, 20915927]",,"[22450444, 22452247]",,,,,,,,"[20114561, 20144866]",,"[24332362, 24337044]",,"[4463867, 4464745]","[14654457, 14654635]",,,"[22557806, 22559102]",,,,"[19896125, 19948999]",,,,,,"[21087233, 21089111]",,"[7430019, 7431946]",
"[24129761, 24138045]",,"[20917109, 20918433]",,"[22453185, 22462287]",,,,,,,,"[20152415, 20168061]",,,,"[4465697, 4466736]","[14663089, 14663307]",,,"[22568078, 22574988]",,,,"[19951983, 20017922]",,,,,,"[21092732, 21095245]",,"[7432815, 7441667]",
"[24143763, 24160154]",,"[20919188, 20919828]",,"[22479510, 22542343]",,,,,,,,"[20170186, 20172839]",,,,"[4468442, 4469399]","[14669782, 14670075]",,,"[22577618, 23010685]",,,,"[20032750, 20065821]",,,,,,"[21096775, 21103295]",,"[7442858, 7447328]",
"[24160758, 24274456]",,"[20921417, 20929161]",,"[22557806, 22559725]",,,,,,,,"[20185495, 20191837]",,,,"[4470982, 4471666]","[14679026, 14679549]",,,"[23011427, 23095640]",,,,"[20067083, 20109656]",,,,,,"[21105393, 21111351]",,"[7448628, 7449514]",
"[24277582, 24305797]",,"[20930564, 20931692]",,"[22568625, 22574996]",,,,,,,,"[20192539, 20215846]",,,,"[4472123, 4472494]","[14692118, 14694297]",,,"[23096813, 23100215]",,,,"[20115723, 20143322]",,,,,,"[21124893, 21125742]",,"[7451692, 7456972]",
"[24308286, 24309076]",,"[20934426, 20935867]",,"[22577612, 22670386]",,,,,,,,"[20218240, 20220277]",,,,"[4475193, 4476150]","[14696013, 14696786]",,,"[23101610, 23143378]",,,,"[20154513, 20171090]",,,,,,"[21130826, 21132670]",,"[7459186, 7459669]",
"[24311359, 24324922]",,"[20938926, 20940720]",,"[22671050, 23111714]",,,,,,,,"[20221075, 20223119]",,,,"[4479723, 4480514]","[14697020, 14701645]",,,"[23150324, 23237619]",,,,"[20185495, 20191837]",,,,,,"[21161212, 21163329]",,"[7460240, 7462103]",
"[24326193, 24340840]",,"[20941911, 20954458]",,"[23116324, 23131503]",,,,,,,,"[20224611, 20241180]",,,,"[4481661, 4482727]","[14704127, 14710486]",,,"[23248165, 23249460]",,,,"[20192634, 20220009]",,,,,,"[21167534, 21169952]",,"[7462998, 7465106]",
